Male,Asian,White,Black,top,right,bottom,left
0.275054528556,0.980750811359,0.0097562245445,0.00919468092125,701,1728,808,1620
0.486055969018,0.943784467606,0.0507274806922,0.0135759075717,693,1479,783,1390
0.296969470564,0.986071894795,0.0111947009965,0.00933142187757,445,912,534,822
0.176605681161,0.984668953105,0.013669697862,0.00351109824324,703,912,793,822
0.17496239796,0.909002361995,0.045046155513,0.00200826314669,453,1166,528,1091
0.298851005816,0.979967111248,0.0425589584501,0.00354237753171,703,1947,793,1857
0.984760683366,0.901677248852,0.132941698984,0.0061638106872,524,265,614,175
0.947602736257,0.984522802679,0.00763232871657,0.0189410492514,484,2166,574,2076
0.20557069687,0.959399733152,0.0217650473401,0.00102851873184,454,643,544,554
0.24131716562,0.989672348302,0.0194815356182,0.00590762614764,689,1238,797,1130
0.12942909681,0.849917563676,0.0677767304976,0.00248815863042,514,1907,604,1818
0.241036575928,0.971300345018,0.00948909434915,0.0013548505412,693,633,783,544
0.220673078166,0.956396452484,0.0196632720048,0.00305984422956,445,1406,519,1332
0.41960110285,0.958089922814,0.0384705100634,0.00121721436449,445,1658,534,1569
0.534230993443,0.699613716813,0.177630622164,0.00394442397799,415,394,504,305
